date,market_id,stall_id,scale_id,nominal_weight_g,reading_g,is_certified,last_cert_date,calibration_date,inspector_id
2026-01-16,2,15,1,500,505.48,Y,2025-09-01,2026-03-10,2
2026-01-16,2,15,2,250,251.02,Y,2025-09-01,2026-03-10,2
2026-01-16,2,16,1,1000,987.4,Y,2025-09-01,2026-03-10,2
2026-01-16,2,16,2,100,101.1,Y,2025-09-01,2026-03-10,2
2026-01-16,2,17,1,250,253.01,Y,2025-09-01,2026-03-10,2
2026-01-16,2,17,2,100,100.38,Y,2025-09-01,2026-03-10,2
2026-01-16,2,18,1,1000,1014.4,Y,2025-09-01,2026-03-10,2
2026-01-16,2,18,2,100,101.24,Y,2025-09-01,2026-03-10,2
2026-01-16,2,19,1,500,490.76,Y,2025-09-01,2026-03-10,2
2026-01-16,2,19,2,500,495.86,Y,2025-09-01,2026-03-10,2
2026-01-16,2,20,1,500,496.25,Y,2025-09-01,2026-03-10,2
2026-01-16,2,20,2,100,99.63,Y,2025-09-01,2026-03-10,2
2026-01-16,2,21,1,250,248.56,Y,2025-09-01,2026-03-10,2
2026-01-16,2,21,2,1000,1006.62,Y,2025-09-01,2026-03-10,2
2026-01-16,2,22,1,100,99.11,Y,2025-09-01,2026-03-10,2
2026-01-16,2,22,2,1000,998.08,Y,2025-09-01,2026-03-10,2
2026-01-16,2,23,1,1000,984.45,Y,2025-09-01,2026-03-10,2
2026-01-16,2,23,2,100,99.75,Y,2025-09-01,2026-03-10,2
2026-01-16,2,24,1,500,506.88,Y,2025-09-01,2026-03-10,2
2026-01-16,2,24,2,1000,1012.59,Y,2025-09-01,2026-03-10,2
2026-01-16,2,25,1,100,99.78,Y,2025-09-01,2026-03-10,2
2026-01-16,2,25,2,100,101.63,Y,2025-09-01,2026-03-10,2
2026-01-16,2,26,1,100,101.89,Y,2025-09-01,2026-03-10,2
2026-01-16,2,26,2,500,498.99,Y,2025-09-01,2026-03-10,2
2026-01-16,2,27,1,100,101.56,Y,2025-09-01,2026-03-10,2
2026-01-16,2,27,2,1000,1007.68,Y,2025-09-01,2026-03-10,2
2026-01-16,2,28,1,100,101.52,Y,2025-09-01,2026-03-10,2
2026-01-16,2,28,2,500,497.17,Y,2025-09-01,2026-03-10,2
2026-01-16,2,29,1,100,99.38,Y,2025-09-01,2026-03-10,2
2026-01-16,2,29,2,100,99.88,Y,2025-09-01,2026-03-10,2
2026-01-16,2,30,1,500,491.68,Y,2025-09-01,2026-03-10,2
2026-01-16,2,30,2,500,493.77,Y,2025-09-01,2026-03-10,2
2026-01-19,3,1,1,250,249.19,Y,2025-03-22,2026-03-10,1
2026-01-19,3,1,2,1000,989.79,Y,2025-03-22,2026-03-10,1
2026-01-19,3,2,1,500,499.63,Y,2025-03-22,2026-03-10,1
2026-01-19,3,2,2,100,100.06,Y,2025-03-22,2026-03-10,1
2026-01-19,3,3,1,250,246.25,Y,2025-03-22,2026-03-10,1
2026-01-19,3,3,2,500,490.2,Y,2025-03-22,2026-03-10,1
2026-01-19,3,4,1,500,495.37,Y,2025-03-22,2026-03-10,1
2026-01-19,3,4,2,250,245.48,Y,2025-03-22,2026-03-10,1
2026-01-19,3,5,1,500,509.35,Y,2025-03-22,2026-03-10,1
2026-01-19,3,5,2,500,490.91,Y,2025-03-22,2026-03-10,1
2026-01-19,3,6,1,1000,994.43,Y,2025-03-22,2026-03-10,1
2026-01-19,3,6,2,1000,991.79,Y,2025-03-22,2026-03-10,1
2026-01-19,3,7,1,100,99.34,Y,2025-03-22,2026-03-10,1
2026-01-19,3,7,2,100,99.52,Y,2025-03-22,2026-03-10,1
2026-01-19,3,8,1,250,249.86,Y,2025-03-22,2026-03-10,1
2026-01-19,3,8,2,100,100.53,Y,2025-03-22,2026-03-10,1
2026-01-19,3,9,1,250,248.43,Y,2025-03-22,2026-03-10,1
2026-01-19,3,9,2,500,492.66,Y,2025-03-22,2026-03-10,1
2026-01-19,3,10,1,500,494.02,Y,2025-03-22,2026-03-10,1
2026-01-19,3,10,2,1000,1017.52,Y,2025-03-22,2026-03-10,1
2026-01-19,3,11,1,500,506.67,Y,2025-03-22,2026-03-10,1
2026-01-19,3,11,2,100,101.74,Y,2025-03-22,2026-03-10,1
2026-01-19,3,12,1,100,99.61,Y,2025-03-22,2026-03-10,1
2026-01-19,3,12,2,500,501.03,Y,2025-03-22,2026-03-10,1
2026-01-19,3,13,1,500,504.62,Y,2025-03-22,2026-03-10,1
2026-01-19,3,13,2,100,98.74,Y,2025-03-22,2026-03-10,1
2026-01-19,3,14,1,1000,990.79,Y,2025-03-22,2026-03-10,1
2026-01-19,3,14,2,250,254.64,Y,2025-03-22,2026-03-10,1
2026-01-19,3,15,1,1000,1019.08,Y,2025-03-22,2026-03-10,1
2026-01-19,3,15,2,500,509.35,Y,2025-03-22,2026-03-10,1
2026-01-19,3,16,1,250,246.74,Y,2025-03-22,2026-03-10,1
2026-01-19,3,16,2,500,503.24,Y,2025-03-22,2026-03-10,1
2026-01-19,3,17,1,500,508.33,Y,2025-03-22,2026-03-10,1
2026-01-19,3,17,2,250,249.93,Y,2025-03-22,2026-03-10,1
2026-01-19,3,18,1,1000,984.59,Y,2025-03-22,2026-03-10,1
2026-01-19,3,18,2,100,99.03,Y,2025-03-22,2026-03-10,1
2026-01-19,3,19,1,250,254.9,Y,2025-03-22,2026-03-10,1
2026-01-19,3,19,2,1000,1007.46,Y,2025-03-22,2026-03-10,1
2026-01-19,3,20,1,100,98.37,Y,2025-03-22,2026-03-10,1
2026-01-19,3,20,2,250,253.21,Y,2025-03-22,2026-03-10,1
2026-01-19,3,21,1,500,502.42,Y,2025-03-22,2026-03-10,1
2026-01-19,3,21,2,100,98.56,Y,2025-03-22,2026-03-10,1
2026-01-19,3,22,1,250,250.0,Y,2025-03-22,2026-03-10,1
2026-01-19,3,22,2,1000,991.57,Y,2025-03-22,2026-03-10,1
2026-01-19,3,23,1,100,100.53,Y,2025-03-22,2026-03-10,1
2026-01-19,3,23,2,100,99.74,Y,2025-03-22,2026-03-10,1
2026-01-19,3,24,1,500,506.91,Y,2025-03-22,2026-03-10,1
2026-01-19,3,24,2,500,493.16,Y,2025-03-22,2026-03-10,1
2026-01-19,3,25,1,500,491.95,Y,2025-03-22,2026-03-10,1
2026-01-19,3,25,2,500,490.31,Y,2025-03-22,2026-03-10,1
2026-01-19,3,26,1,100,99.61,Y,2025-03-22,2026-03-10,1
2026-01-19,3,26,2,1000,992.87,Y,2025-03-22,2026-03-10,1
2026-01-19,3,27,1,250,245.69,Y,2025-03-22,2026-03-10,1
2026-01-19,3,27,2,1000,989.8,Y,2025-03-22,2026-03-10,1
2026-01-19,3,28,1,1000,980.16,Y,2025-03-22,2026-03-10,1
2026-01-19,3,28,2,500,491.76,Y,2025-03-22,2026-03-10,1
2026-01-19,3,29,1,500,496.6,Y,2025-03-22,2026-03-10,1
2026-01-19,3,29,2,100,100.73,Y,2025-03-22,2026-03-10,1
2026-01-19,3,30,1,1000,985.64,Y,2025-03-22,2026-03-10,1
2026-01-19,3,30,2,100,100.23,Y,2025-03-22,2026-03-10,1
2026-01-19,3,31,1,100,99.76,Y,2025-03-22,2026-03-10,1
2026-01-19,3,31,2,500,496.77,Y,2025-03-22,2026-03-10,1
2026-01-19,3,32,1,250,248.67,Y,2025-03-22,2026-03-10,1
2026-01-19,3,32,2,1000,1012.24,Y,2025-03-22,2026-03-10,1
2026-01-19,3,33,1,500,505.3,Y,2025-03-22,2026-03-10,1
2026-01-19,3,33,2,500,506.16,Y,2025-03-22,2026-03-10,1
2026-01-19,3,34,1,1000,993.38,Y,2025-03-22,2026-03-10,1
2026-01-19,3,34,2,100,100.23,Y,2025-03-22,2026-03-10,1
2026-01-19,3,35,1,500,493.63,Y,2025-03-22,2026-03-10,1
2026-01-19,3,35,2,500,503.66,Y,2025-03-22,2026-03-10,1
2026-01-19,3,36,1,250,245.53,Y,2025-03-22,2026-03-10,1
2026-01-19,3,36,2,1000,1000.23,Y,2025-03-22,2026-03-10,1
2026-01-19,3,37,1,100,98.66,Y,2025-03-22,2026-03-10,1
2026-01-19,3,37,2,500,493.57,Y,2025-03-22,2026-03-10,1
2026-01-19,3,38,1,100,99.62,Y,2025-03-22,2026-03-10,1
2026-01-19,3,38,2,500,495.2,Y,2025-03-22,2026-03-10,1
2026-01-19,3,39,1,100,98.3,Y,2025-03-22,2026-03-10,1
2026-01-19,3,39,2,1000,983.23,Y,2025-03-22,2026-03-10,1
2026-01-20,4,1,1,1000,995.95,Y,2025-09-01,2026-03-10,2
2026-01-20,4,1,2,1000,1010.61,Y,2025-09-01,2026-03-10,2
2026-01-20,4,2,1,250,249.72,Y,2025-09-01,2026-03-10,2
2026-01-20,4,2,2,500,492.16,Y,2025-09-01,2026-03-10,2
2026-01-20,4,3,1,100,100.69,Y,2025-09-01,2026-03-10,2
2026-01-20,4,3,2,250,249.1,Y,2025-09-01,2026-03-10,2
2026-01-20,4,4,1,500,500.33,Y,2025-09-01,2026-03-10,2
2026-01-20,4,4,2,100,100.69,Y,2025-09-01,2026-03-10,2
2026-01-20,4,5,1,500,492.22,Y,2025-09-01,2026-03-10,2
2026-01-20,4,5,2,100,101.8,Y,2025-09-01,2026-03-10,2
2026-01-20,4,6,1,100,101.81,Y,2025-09-01,2026-03-10,2
2026-01-20,4,6,2,250,249.06,Y,2025-09-01,2026-03-10,2
2026-01-20,4,7,1,250,248.36,Y,2025-09-01,2026-03-10,2
2026-01-20,4,7,2,1000,992.58,Y,2025-09-01,2026-03-10,2
2026-01-20,4,8,1,100,98.02,Y,2025-09-01,2026-03-10,2
2026-01-20,4,8,2,100,101.51,Y,2025-09-01,2026-03-10,2
2026-01-20,4,9,1,250,254.72,Y,2025-09-01,2026-03-10,2
2026-01-20,4,9,2,500,508.82,Y,2025-09-01,2026-03-10,2
2026-01-20,4,10,1,500,507.49,Y,2025-09-01,2026-03-10,2
2026-01-20,4,10,2,1000,1006.28,Y,2025-09-01,2026-03-10,2
2026-01-20,4,11,1,250,252.42,Y,2025-09-01,2026-03-10,2
2026-01-20,4,11,2,100,101.42,Y,2025-09-01,2026-03-10,2
2026-01-20,4,12,1,1000,1014.72,Y,2025-09-01,2026-03-10,2
2026-01-20,4,12,2,1000,981.11,Y,2025-09-01,2026-03-10,2
2026-01-20,4,13,1,500,499.33,Y,2025-09-01,2026-03-10,2
2026-01-20,4,13,2,100,100.44,Y,2025-09-01,2026-03-10,2
2026-01-20,4,14,1,100,100.91,Y,2025-09-01,2026-03-10,2
2026-01-20,4,14,2,500,503.0,Y,2025-09-01,2026-03-10,2
2026-01-20,4,15,1,100,100.67,Y,2025-09-01,2026-03-10,2
2026-01-20,4,15,2,1000,992.94,Y,2025-09-01,2026-03-10,2
2026-01-20,4,16,1,1000,1013.58,Y,2025-09-01,2026-03-10,2
2026-01-20,4,16,2,1000,1013.84,Y,2025-09-01,2026-03-10,2
2026-01-20,4,17,1,100,100.61,Y,2025-09-01,2026-03-10,2
2026-01-20,4,17,2,100,100.31,Y,2025-09-01,2026-03-10,2
2026-01-20,4,18,1,1000,995.37,Y,2025-09-01,2026-03-10,2
2026-01-20,4,18,2,250,246.54,Y,2025-09-01,2026-03-10,2
2026-01-20,4,19,1,1000,1012.78,Y,2025-09-01,2026-03-10,2
2026-01-20,4,19,2,1000,1001.94,Y,2025-09-01,2026-03-10,2
2026-01-20,4,20,1,500,501.05,Y,2025-09-01,2026-03-10,2
2026-01-20,4,20,2,100,98.67,Y,2025-09-01,2026-03-10,2
2026-01-20,4,21,1,1000,1002.86,Y,2025-09-01,2026-03-10,2
2026-01-20,4,21,2,100,100.77,Y,2025-09-01,2026-03-10,2
2026-01-20,4,22,1,250,245.08,Y,2025-09-01,2026-03-10,2
2026-01-20,4,22,2,500,499.59,Y,2025-09-01,2026-03-10,2
2026-01-20,4,23,1,250,245.38,Y,2025-09-01,2026-03-10,2
2026-01-20,4,23,2,250,245.85,Y,2025-09-01,2026-03-10,2
2026-01-20,4,24,1,100,100.61,Y,2025-09-01,2026-03-10,2
2026-01-20,4,24,2,100,100.82,Y,2025-09-01,2026-03-10,2
2026-01-20,4,25,1,250,245.92,Y,2025-09-01,2026-03-10,2
2026-01-20,4,25,2,100,100.11,Y,2025-09-01,2026-03-10,2
2026-01-20,4,26,1,100,100.55,Y,2025-09-01,2026-03-10,2
2026-01-20,4,26,2,500,494.63,Y,2025-09-01,2026-03-10,2
2026-01-20,4,27,1,500,505.7,Y,2025-09-01,2026-03-10,2
2026-01-20,4,27,2,100,101.38,Y,2025-09-01,2026-03-10,2
2026-01-20,4,28,1,100,101.73,Y,2025-09-01,2026-03-10,2
2026-01-20,4,28,2,250,252.14,Y,2025-09-01,2026-03-10,2
2026-01-20,4,29,1,1000,995.75,Y,2025-09-01,2026-03-10,2
2026-01-20,4,29,2,250,247.58,Y,2025-09-01,2026-03-10,2
2026-01-20,4,30,1,1000,989.28,Y,2025-09-01,2026-03-10,2
2026-01-20,4,30,2,250,247.95,Y,2025-09-01,2026-03-10,2
2026-01-20,4,31,1,100,100.59,Y,2025-09-01,2026-03-10,2
2026-01-20,4,31,2,1000,1004.54,Y,2025-09-01,2026-03-10,2
2026-01-20,4,32,1,250,247.72,Y,2025-09-01,2026-03-10,2
2026-01-20,4,32,2,500,505.01,Y,2025-09-01,2026-03-10,2
2026-01-20,4,33,1,100,99.85,Y,2025-09-01,2026-03-10,2
2026-01-20,4,33,2,1000,1013.21,Y,2025-09-01,2026-03-10,2
2026-01-20,4,34,1,1000,983.81,Y,2025-09-01,2026-03-10,2
2026-01-20,4,34,2,250,252.11,Y,2025-09-01,2026-03-10,2
2026-01-20,4,35,1,500,494.8,Y,2025-09-01,2026-03-10,2
2026-01-20,4,35,2,250,252.6,Y,2025-09-01,2026-03-10,2
2026-01-20,4,36,1,1000,992.5,Y,2025-09-01,2026-03-10,2
2026-01-20,4,36,2,1000,983.62,Y,2025-09-01,2026-03-10,2
2026-01-21,5,1,1,250,246.73,Y,2025-06-21,2026-03-10,5
2026-01-21,5,1,2,1000,1013.75,Y,2025-06-21,2026-03-10,5
2026-01-21,5,2,1,250,245.39,Y,2025-06-21,2026-03-10,5
2026-01-21,5,2,2,100,101.82,Y,2025-06-21,2026-03-10,5
2026-01-21,5,3,1,1000,1018.94,Y,2025-06-21,2026-03-10,5
2026-01-21,5,3,2,1000,994.33,Y,2025-06-21,2026-03-10,5
2026-01-21,5,4,1,500,490.87,Y,2025-06-21,2026-03-10,5
2026-01-21,5,4,2,250,253.14,Y,2025-06-21,2026-03-10,5
2026-01-21,5,5,1,100,101.2,Y,2025-06-21,2026-03-10,5
2026-01-21,5,5,2,100,100.06,Y,2025-06-21,2026-03-10,5
2026-01-21,5,6,1,250,249.59,Y,2025-06-21,2026-03-10,5
2026-01-21,5,6,2,250,253.92,Y,2025-06-21,2026-03-10,5
2026-01-21,5,7,1,250,254.34,Y,2025-06-21,2026-03-10,5
2026-01-21,5,7,2,1000,1001.41,Y,2025-06-21,2026-03-10,5
2026-01-21,5,8,1,250,245.33,Y,2025-06-21,2026-03-10,5
2026-01-21,5,8,2,250,248.7,Y,2025-06-21,2026-03-10,5
2026-01-21,5,9,1,100,99.97,Y,2025-06-21,2026-03-10,5
2026-01-21,5,9,2,1000,1015.25,Y,2025-06-21,2026-03-10,5
2026-01-21,5,10,1,250,247.49,Y,2025-06-21,2026-03-10,5
2026-01-21,5,10,2,1000,1009.89,Y,2025-06-21,2026-03-10,5
2026-01-21,5,11,1,250,250.02,Y,2025-06-21,2026-03-10,5
2026-01-21,5,11,2,100,101.41,Y,2025-06-21,2026-03-10,5
2026-01-21,5,12,1,100,100.13,Y,2025-06-21,2026-03-10,5
2026-01-21,5,12,2,100,101.71,Y,2025-06-21,2026-03-10,5
2026-01-21,5,13,1,500,498.0,Y,2025-06-21,2026-03-10,5
2026-01-21,5,13,2,100,99.54,Y,2025-06-21,2026-03-10,5
2026-01-21,5,14,1,250,254.33,Y,2025-06-21,2026-03-10,5
2026-01-21,5,14,2,500,507.41,Y,2025-06-21,2026-03-10,5
2026-01-21,5,15,1,100,98.86,Y,2025-06-21,2026-03-10,5
2026-01-21,5,15,2,100,101.98,Y,2025-06-21,2026-03-10,5
2026-01-21,5,16,1,100,101.21,Y,2025-06-21,2026-03-10,5
2026-01-21,5,16,2,1000,987.93,Y,2025-06-21,2026-03-10,5
2026-01-21,5,17,1,500,508.32,Y,2025-06-21,2026-03-10,5
2026-01-21,5,17,2,100,101.85,Y,2025-06-21,2026-03-10,5
2026-01-21,5,18,1,100,101.45,Y,2025-06-21,2026-03-10,5
2026-01-21,5,18,2,250,249.31,Y,2025-06-21,2026-03-10,5
2026-01-21,5,19,1,500,498.67,Y,2025-06-21,2026-03-10,5
2026-01-21,5,19,2,500,498.21,Y,2025-06-21,2026-03-10,5
2026-01-21,5,20,1,100,101.96,Y,2025-06-21,2026-03-10,5
2026-01-21,5,20,2,500,501.93,Y,2025-06-21,2026-03-10,5
2026-01-21,5,21,1,500,502.82,Y,2025-06-21,2026-03-10,5
2026-01-21,5,21,2,250,247.35,Y,2025-06-21,2026-03-10,5
2026-01-21,5,22,1,100,101.68,Y,2025-06-21,2026-03-10,5
2026-01-21,5,22,2,250,249.84,Y,2025-06-21,2026-03-10,5
2026-01-21,5,23,1,500,509.28,Y,2025-06-21,2026-03-10,5
2026-01-21,5,23,2,500,506.88,Y,2025-06-21,2026-03-10,5
2026-01-21,5,24,1,250,248.96,Y,2025-06-21,2026-03-10,5
2026-01-21,5,24,2,250,247.97,Y,2025-06-21,2026-03-10,5
2026-01-21,5,25,1,100,101.28,Y,2025-06-21,2026-03-10,5
2026-01-21,5,25,2,250,249.81,Y,2025-06-21,2026-03-10,5
2026-01-21,5,26,1,1000,981.98,Y,2025-06-21,2026-03-10,5
2026-01-21,5,26,2,500,491.47,Y,2025-06-21,2026-03-10,5
2026-01-21,5,27,1,100,101.82,Y,2025-06-21,2026-03-10,5
2026-01-21,5,27,2,250,246.89,Y,2025-06-21,2026-03-10,5
2026-01-21,5,28,1,100,100.11,Y,2025-06-21,2026-03-10,5
2026-01-21,5,28,2,100,98.66,Y,2025-06-21,2026-03-10,5
2026-01-21,5,29,1,250,247.21,Y,2025-06-21,2026-03-10,5
2026-01-21,5,29,2,100,99.89,Y,2025-06-21,2026-03-10,5
2026-01-21,5,30,1,1000,1006.15,Y,2025-06-21,2026-03-10,5
2026-01-21,5,30,2,1000,993.38,Y,2025-06-21,2026-03-10,5
2026-01-21,5,31,1,1000,984.4,Y,2025-06-21,2026-03-10,5
2026-01-21,5,31,2,1000,1007.18,Y,2025-06-21,2026-03-10,5
2026-01-21,5,32,1,250,251.59,Y,2025-06-21,2026-03-10,5
2026-01-21,5,32,2,1000,1010.13,Y,2025-06-21,2026-03-10,5
2026-01-21,5,33,1,100,99.93,Y,2025-06-21,2026-03-10,5
2026-01-21,5,33,2,1000,1005.82,Y,2025-06-21,2026-03-10,5
2026-01-21,5,34,1,500,499.56,Y,2025-06-21,2026-03-10,5
2026-01-21,5,34,2,250,254.73,Y,2025-06-21,2026-03-10,5
2026-01-21,5,35,1,250,254.49,Y,2025-06-21,2026-03-10,5
2026-01-21,5,35,2,500,504.1,Y,2025-06-21,2026-03-10,5
2026-01-22,1,1,1,1000,981.23,N,2024-02-06,2026-03-10,4
2026-01-22,1,1,2,100,101.47,N,2024-02-06,2026-03-10,4
2026-01-22,1,2,1,100,98.07,N,2024-02-06,2026-03-10,4
2026-01-22,1,2,2,1000,985.23,N,2024-02-06,2026-03-10,4
2026-01-22,1,3,1,500,505.89,N,2024-02-06,2026-03-10,4
2026-01-22,1,3,2,250,252.71,N,2024-02-06,2026-03-10,4
2026-01-22,1,4,1,250,252.13,N,2024-02-06,2026-03-10,4
2026-01-22,1,4,2,500,495.02,N,2024-02-06,2026-03-10,4
2026-01-22,1,5,1,250,254.54,N,2024-02-06,2026-03-10,4
2026-01-22,1,5,2,500,506.17,N,2024-02-06,2026-03-10,4
2026-01-22,1,6,1,1000,1013.32,N,2024-02-06,2026-03-10,4
2026-01-22,1,6,2,250,248.8,N,2024-02-06,2026-03-10,4
2026-01-22,1,7,1,250,254.1,N,2024-02-06,2026-03-10,4
2026-01-22,1,7,2,1000,1009.52,N,2024-02-06,2026-03-10,4
2026-01-22,1,8,1,1000,1010.28,N,2024-02-06,2026-03-10,4
2026-01-22,1,8,2,1000,994.61,N,2024-02-06,2026-03-10,4
2026-01-22,1,9,1,250,253.78,N,2024-02-06,2026-03-10,4
2026-01-22,1,9,2,500,501.01,N,2024-02-06,2026-03-10,4
2026-01-22,1,10,1,250,246.21,N,2024-02-06,2026-03-10,4
2026-01-22,1,10,2,100,101.09,N,2024-02-06,2026-03-10,4
2026-01-22,1,11,1,1000,1001.42,N,2024-02-06,2026-03-10,4
2026-01-22,1,11,2,250,254.6,N,2024-02-06,2026-03-10,4
2026-01-22,1,12,1,100,101.49,N,2024-02-06,2026-03-10,4
2026-01-22,1,12,2,250,246.09,N,2024-02-06,2026-03-10,4
2026-01-22,1,13,1,250,251.46,N,2024-02-06,2026-03-10,4
2026-01-22,1,13,2,250,247.43,N,2024-02-06,2026-03-10,4
2026-01-22,1,14,1,250,251.82,N,2024-02-06,2026-03-10,4
2026-01-22,1,14,2,250,247.32,N,2024-02-06,2026-03-10,4
2026-01-22,1,15,1,100,99.92,N,2024-02-06,2026-03-10,4
2026-01-22,1,15,2,250,250.55,N,2024-02-06,2026-03-10,4
2026-01-22,1,16,1,1000,1017.95,N,2024-02-06,2026-03-10,4
2026-01-22,1,16,2,1000,990.12,N,2024-02-06,2026-03-10,4
2026-01-22,1,17,1,500,497.5,N,2024-02-06,2026-03-10,4
2026-01-22,1,17,2,100,100.1,N,2024-02-06,2026-03-10,4
2026-01-22,1,18,1,100,99.81,N,2024-02-06,2026-03-10,4
2026-01-22,1,18,2,500,506.15,N,2024-02-06,2026-03-10,4
2026-01-22,1,19,1,100,98.22,N,2024-02-06,2026-03-10,4
2026-01-22,1,19,2,100,99.63,N,2024-02-06,2026-03-10,4
2026-01-22,1,20,1,100,98.47,N,2024-02-06,2026-03-10,4
2026-01-22,1,20,2,500,493.7,N,2024-02-06,2026-03-10,4
2026-01-22,1,21,1,500,497.54,N,2024-02-06,2026-03-10,4
2026-01-22,1,21,2,100,98.6,N,2024-02-06,2026-03-10,4
2026-01-22,1,22,1,250,248.94,N,2024-02-06,2026-03-10,4
2026-01-22,1,22,2,500,499.99,N,2024-02-06,2026-03-10,4
2026-01-22,1,23,1,100,98.62,N,2024-02-06,2026-03-10,4
2026-01-22,1,23,2,1000,1016.91,N,2024-02-06,2026-03-10,4
2026-01-22,1,24,1,1000,996.15,N,2024-02-06,2026-03-10,4
2026-01-22,1,24,2,1000,1004.76,N,2024-02-06,2026-03-10,4
2026-01-22,1,25,1,1000,992.68,N,2024-02-06,2026-03-10,4
2026-01-22,1,25,2,100,98.62,N,2024-02-06,2026-03-10,4
2026-01-22,1,26,1,1000,996.94,N,2024-02-06,2026-03-10,4
2026-01-22,1,26,2,250,247.31,N,2024-02-06,2026-03-10,4
2026-01-22,1,27,1,500,491.55,N,2024-02-06,2026-03-10,4
2026-01-22,1,27,2,250,252.67,N,2024-02-06,2026-03-10,4
2026-01-22,1,28,1,100,100.21,N,2024-02-06,2026-03-10,4
2026-01-22,1,28,2,1000,1006.68,N,2024-02-06,2026-03-10,4
2026-01-22,1,29,1,100,98.46,N,2024-02-06,2026-03-10,4
2026-01-22,1,29,2,500,503.17,N,2024-02-06,2026-03-10,4
2026-01-22,1,30,1,100,99.96,N,2024-02-06,2026-03-10,4
2026-01-22,1,30,2,1000,1004.11,N,2024-02-06,2026-03-10,4
2026-01-22,1,31,1,500,500.54,N,2024-02-06,2026-03-10,4
2026-01-22,1,31,2,500,499.33,N,2024-02-06,2026-03-10,4
2026-01-22,1,32,1,500,506.93,N,2024-02-06,2026-03-10,4
2026-01-22,1,32,2,500,504.52,N,2024-02-06,2026-03-10,4
2026-01-22,1,33,1,100,100.32,N,2024-02-06,2026-03-10,4
2026-01-22,1,33,2,500,508.92,N,2024-02-06,2026-03-10,4
2026-01-22,1,34,1,100,101.68,N,2024-02-06,2026-03-10,4
2026-01-22,1,34,2,250,254.7,N,2024-02-06,2026-03-10,4
2026-01-22,1,35,1,100,98.31,N,2024-02-06,2026-03-10,4
2026-01-22,1,35,2,1000,984.7,N,2024-02-06,2026-03-10,4
2026-01-22,1,36,1,250,254.65,N,2024-02-06,2026-03-10,4
2026-01-22,1,36,2,1000,1019.94,N,2024-02-06,2026-03-10,4
2026-01-22,1,37,1,500,501.46,N,2024-02-06,2026-03-10,4
2026-01-22,1,37,2,500,493.77,N,2024-02-06,2026-03-10,4
2026-01-22,1,38,1,500,509.97,N,2024-02-06,2026-03-10,4
2026-01-22,1,38,2,250,250.95,N,2024-02-06,2026-03-10,4
2026-01-22,1,39,1,100,100.86,N,2024-02-06,2026-03-10,4
2026-01-22,1,39,2,1000,1002.96,N,2024-02-06,2026-03-10,4
2026-01-22,1,40,1,250,251.37,N,2024-02-06,2026-03-10,4
2026-01-22,1,40,2,500,492.28,N,2024-02-06,2026-03-10,4
2026-01-22,1,41,1,100,101.29,N,2024-02-06,2026-03-10,4
2026-01-22,1,41,2,250,250.59,N,2024-02-06,2026-03-10,4
2026-01-22,1,42,1,100,99.93,N,2024-02-06,2026-03-10,4
2026-01-22,1,42,2,100,98.3,N,2024-02-06,2026-03-10,4
2026-01-22,1,43,1,250,248.31,N,2024-02-06,2026-03-10,4
2026-01-22,1,43,2,500,498.51,N,2024-02-06,2026-03-10,4
2026-01-22,1,44,1,1000,980.65,N,2024-02-06,2026-03-10,4
2026-01-22,1,44,2,1000,1014.8,N,2024-02-06,2026-03-10,4
2026-01-22,1,45,1,1000,986.89,N,2024-02-06,2026-03-10,4
2026-01-22,1,45,2,500,503.65,N,2024-02-06,2026-03-10,4
2026-01-22,1,46,1,100,98.63,N,2024-02-06,2026-03-10,4
2026-01-22,1,46,2,250,246.72,N,2024-02-06,2026-03-10,4
2026-01-22,1,47,1,250,248.22,N,2024-02-06,2026-03-10,4
2026-01-22,1,47,2,500,506.0,N,2024-02-06,2026-03-10,4
2026-01-23,2,1,1,250,249.29,N,2023-11-28,2026-03-10,3
2026-01-23,2,1,2,1000,994.76,N,2023-11-28,2026-03-10,3
2026-01-23,2,2,1,250,254.35,N,2023-11-28,2026-03-10,3
2026-01-23,2,2,2,250,245.16,N,2023-11-28,2026-03-10,3
2026-01-23,2,3,1,250,254.81,N,2023-11-28,2026-03-10,3
2026-01-23,2,3,2,500,505.77,N,2023-11-28,2026-03-10,3
2026-01-23,2,4,1,1000,998.54,N,2023-11-28,2026-03-10,3
2026-01-23,2,4,2,100,101.19,N,2023-11-28,2026-03-10,3
2026-01-23,2,5,1,100,99.14,N,2023-11-28,2026-03-10,3
2026-01-23,2,5,2,500,500.88,N,2023-11-28,2026-03-10,3
2026-01-23,2,6,1,500,503.63,N,2023-11-28,2026-03-10,3
2026-01-23,2,6,2,500,504.11,N,2023-11-28,2026-03-10,3
2026-01-23,2,7,1,250,252.99,N,2023-11-28,2026-03-10,3
2026-01-23,2,7,2,500,503.0,N,2023-11-28,2026-03-10,3
2026-01-23,2,8,1,1000,988.2,N,2023-11-28,2026-03-10,3
2026-01-23,2,8,2,100,99.36,N,2023-11-28,2026-03-10,3
2026-01-23,2,9,1,100,100.17,N,2023-11-28,2026-03-10,3
2026-01-23,2,9,2,1000,1006.42,N,2023-11-28,2026-03-10,3
2026-01-23,2,10,1,1000,1013.59,N,2023-11-28,2026-03-10,3
2026-01-23,2,10,2,1000,1003.96,N,2023-11-28,2026-03-10,3
